database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	feat_ID	Compound_Source	CF_class	CF_class_score	CF_Dparent	CF_Dparent_score	CF_kingdom	CF_kingdom_score	CF_MFramework	CF_MFramework_score	CF_subclass	CF_subclass_score	CF_superclass	CF_superclass_score	PB1_1	PB1_2	PB2_1	PB2_2	PB3_1	PB3_2	PB4_1	PB4_2	PB4_3	QC_POOL1_1	QC_POOL1_2	QC_POOL1_3	QC_POOL1_4	QC_POOL1_5	QC_POOL1_6	QC_POOL1_7	QC_POOL1_8	QC_POOL2_1	QC_POOL2_2	QC_POOL2_3	QC_POOL2_4	QC_POOL2_5	QC_POOL2_6	QC_POOL2_7	QC_POOL2_8	QC_POOL3_1	QC_POOL3_2	QC_POOL3_3	QC_POOL3_4	QC_POOL3_5	QC_POOL3_6	QC_POOL3_7	QC_POOL3_8	SA01_01	SA01_02	SA01_03	SA01_04	SA01_05	SA01_11	SA01_12	SA01_13	SA01_14	SA01_15	SA01_16	SA01_17	SA01_18	SA01_19	SA01_20	SA01_21	SA01_22	SA01_23	SA01_24	SA01_25	SA01_26	SA01_27	SA01_28	SA01_29	SA01_30	SA02_01	SA02_02	SA02_03	SA02_04	SA02_05	SA02_11	SA02_12	SA02_13	SA02_14	SA02_15	SA02_16	SA02_17	SA02_18	SA02_19	SA02_20	SA02_21	SA02_22	SA02_23	SA02_24	SA02_25	SA02_26	SA02_27	SA02_28	SA02_29	SA02_30	SA03_01	SA03_02	SA03_03	SA03_04	SA03_05	SA04_01	SA04_02	SA04_03	SA04_04	SA04_05	SA05_01	SA05_02	SA05_03	SA05_04	SA05_05	SA06_01	SA06_02	SA06_03	SA06_04	SA06_05	SA06_11	SA06_12	SA06_13	SA06_14	SA06_15	SA06_16	SA06_17	SA06_18	SA06_19	SA06_20	SA06_21	SA06_22	SA06_23	SA06_24	SA06_25	SA06_26	SA06_27	SA06_28	SA06_29	SA06_30	SA07_01	SA07_02	SA07_03	SA07_04	SA07_05	SA07_11	SA07_12	SA07_13	SA07_14	SA07_15	SA07_16	SA07_17	SA07_18	SA07_19	SA07_20	SA07_21	SA07_22	SA07_23	SA07_24	SA07_25	SA07_26	SA07_27	SA07_28	SA07_29	SA07_30	SA08_01	SA08_02	SA08_03	SA08_04	SA08_05	SA09_01	SA09_02	SA09_03	SA09_04	SA09_05	SA10_01	SA10_02	SA10_03	SA10_04	SA10_05	SA10_11	SA10_12	SA10_13	SA10_14	SA10_15	SA10_16	SA10_17	SA10_18	SA10_19	SA10_20	SA10_21	SA10_22	SA10_23	SA10_24	SA10_25	SA10_26	SA10_27	SA10_28	SA10_29	SA10_30	SA11_01	SA11_02	SA11_03	SA11_04	SA11_05	SA11_11	SA11_12	SA11_13	SA11_14	SA11_15	SA11_16	SA11_17	SA11_18	SA11_19	SA11_20	SA11_21	SA11_22	SA11_23	SA11_24	SA11_25	SA11_26	SA11_27	SA11_28	SA11_29	SA11_30	SA12_01	SA12_02	SA12_03	SA12_04	SA12_05
					515.3152095			0	14.093807	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/8030	Salmo salar					GNPS					ft_177250		no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	27946.129	22280.268	23683.943	47254.184	0	0	8268.478	23692.861	20023.75	38240.37	18896.951	17007.158	44762.39	33438.4	0	23103.17	22716.855	57035.355	23645.967	0	45426.504	19191.965	16208.303	8894.334	19122.629	30015.33	26636.082	33834.66	29102.45	53532.965	22676.496	13680.289	17879.242	23939.232	13991.47	40535.688	8773.387	0	17887.268	20347.549	55603.684	51952.93	36665.12	20920.238	15982.937	92338.55	0	71148.98	18531.074	8060.9727	27891.2	26281.959	0	22500.555	51807.562	26041.69	0	20257.393	21471.99	30540.34	0	0	0	15536.059	8946.724	0	21897.059	23130.518	8155.421	38097.895	0	14066.5205	38879.53	26330.031	37317.92	37883.48	9787.037	25563.848	118975.695	12369.914	0	0	0	12152.592	6892.97	13959.698	0	3976.0679	4814.493	10436.638	10799.372	21623.637	0	38183.016	13422.133	0	0	0	7654.574	0	26246.764	10146.356	12733.353	32971.633	12797.84	17359.354	0	17984.213	19201.01	0	26077.59	20933.861	27537.002	38859.17	12058.707	52066.234	30269.498	28443.725	34557.832	17109.527	0	32150.607	0	0	26526.451	19555.85	0	0	0	9078.365	23554.041	0	0	0	0	45162.805	0	10699.858	14123.905	8601.96	0	0	42507.15	10716.554	39160.28	12426.2295	0	0	4068.995	0	38555.098	29077.672	0	0	11215.605	10785.535	0	0	10953.383	9765.559	0	17728.809	0	50319.934	50337.03	0	64919.227	12979.82	0	18440.793	0	0	0	30149.553	13268.722	0	15839.029	23589.215	0	29526.016	0	0	49808.16	0	0	11233.591	0	34377.11	0	27575.592	19306.375	28832.516	17087.479	23060.443	0	0	0	24958.676	12422.967	24800.99	0	23581.04	0	17246.518	15113.707	0	13503.493	31285.117	17608.31	10795.673	0	0	15815.367
CHEBI:145227	C26H45NO7S	C1[C@@]2([C@]3(C[C@@H]([C@]4([C@]([C@@]3([C@H](C[C@@]2(C[C@@H](C1)O)[H])O)[H])(CC[C@]4([H])[C@@H](CCC(NCCS(O)(=O)=O)=O)C)[H])C)O)[H])C	InChI=1S/C26H45NO7S/c1-15(4-7-23(31)27-10-11-35(32,33)34)18-5-6-19-24-20(14-22(30)26(18,19)3)25(2)9-8-17(28)12-16(25)13-21(24)29/h15-22,24,28-30H,4-14H2,1-3H3,(H,27,31)(H,32,33,34)/t15-,16+,17-,18-,19+,20+,21+,22+,24+,25+,26-/m1/s1	2-((R)-4-((3R,5S,7S,8R,9S,10S,12S,13R,14S,17R)-3,7,12-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid	1053.574286		2M+	0	14.09423	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/8030	Salmo salar					GNPS					ft_177254	crude	Polypeptides	0.4	Polypeptides	0.4	Organic compounds	0.6	Aromatic heteropolycyclic compounds	0.4		0.4	Organic Polymers	0.4	24829.564	84658.33	0	27663.52	100961.6	64698.67	0	0	0	0	0	0	0	0	232490.48	0	0	22618.984	26666.746	64258.785	77773.2	115449.09	0	0	0	0	0	17555.873	0	0	0	0	0	180677.64	158330.45	97643.17	90246.95	0	0	99863.52	141664.48	0	78712.484	0	114362.81	95948.65	0	0	289420.62	46078.35	139999.11	22108.457	0	0	120459.45	0	47889.184	0	180206.25	8170.6504	0	0	170465.88	73622.875	0	0	43540.33	30717.172	0	99923.875	192362.89	121331.68	68546.555	34507.03	16342.172	0	183938.39	21139.465	0	125747.01	0	103581.055	70661.55	105750.62	202881.22	49508.88	33947.25	0	126999.016	96205.66	68431.98	59517.09	100307.48	0	113066.03	0	118650.29	0	51155.73	152559.08	61954.727	132966.22	0	0	111327.23	54211.3	82852.87	125322.55	0	157320.47	0	92016.64	55221.36	69625.625	71208.086	34953.68	0	0	0	187931.77	117373.734	0	196603.27	0	0	17886.633	123922.24	0	141864.14	0	33265.7	59988.48	31164.762	0	72551.17	28382.549	25355.252	123875.88	120127.21	118319.96	170832.05	134629.6	99467.7	0	0	78319.445	86797.195	147512.7	128599.31	54628.227	30555.104	42171.676	144737.22	0	57710.16	156907.3	122095.9	180391.23	167060.58	0	0	83547.78	0	0	0	0	0	160185.58	58510.33	144796	0	280620.72	137641.98	0	158149.44	103147.25	59237.914	0	179707.28	89953.76	0	224482.5	92387.64	198926.38	0	73326.3	36654.734	66446.695	140329.89	64172.656	110915.45	21272.523	28381.693	0	139269.66	179369.1	0	0	131536.47	80241.02	94903.37	0	101065.68	29284.396	126798.76	28451.955	163795.2	49067.215	81567.84	109156	0	174035.52	15294.533
					519.3264491			0	14.101207	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/8030	Salmo salar					GNPS					ft_177337		no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	259348.55	120862.81	295999.22	260886.06	23602.45	15225.557	0	0	100702.54	448822.2	309727.16	241632.6	290828.62	0	0	133813.17	109119.46	338274.84	205511.1	107625.234	94354.34	67154.04	79885.94	0	81596.96	303339.44	225368.52	274712.44	277115.28	280382	102294.336	57762.355	29093.307	0	38498.918	0	0	119138.83	242460.38	56751.32	44630.6	329214.47	89473.19	0	23176.34	0	171663.61	238072.38	22062.662	117785.77	0	222951.61	329266	213303.81	31928.232	179717.97	122942.664	0	0	140569.66	0	0	0	69138.34	0	0	100923.05	53356.65	0	66910.82	0	0	114796.87	60212.832	223147.22	113893.375	0	72708.21	253854.88	0	14533.854	84407.32	177636.1	39016.9	0	0	176535.88	0	88545.84	97768.95	59352.25	75277.89	0	148317.34	0	0	30870.361	0	64309.52	43352.81	0	0	123084.95	122151.45	53335.99	146145.78	103269.49	21446.77	70090.49	14475.249	200999.69	96412.766	141409.23	36688.145	126844.21	189823.56	226436.03	0	266970.66	14235.407	16660.033	256543.44	0	0	163474.16	110670.06	29357.973	20835.936	7654.2026	25691.455	214872.39	76554.49	0	97908.8	27301.287	166399.02	188498.06	7285.87	27615.732	37363.234	0	0	39099.22	0	146647.83	30830.36	32351.465	14276.154	0	0	116744.26	0	0	0	103206.93	0	53205.234	0	17430.193	25596.15	51264.332	20631.393	0	32291.877	196304.14	62812.43	262666.47	22036.89	0	54299.64	0	0	51793.37	0	0	0	100124.56	60928.035	0	102811.34	34048.543	0	89195.09	0	0	34164.16	171757.22	88425.91	0	90936.58	0	170161.56	149776.67	71561.01	19591.562	6903.717	149660.23	91780.26	23013.14	52217.055	26031.75	182429.7	54966.207	163755.44	0	179312.38	13772.773	100789.19	27117.807	23208.75	44584.9	0	0
					514.2834475			0	14.127864	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/8030	Salmo salar					GNPS					ft_177631		no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	0	69583.125	24739.771	33612.746	62429.57	55626.17	0	0	24872.393	27005.355	0	20191.742	20108.295	13530.849	133308.28	26682.102	41055.004	58083.547	0	48434.54	37745.047	34533.902	37128.6	27366.264	8478.162	25269.59	0	15027.695	18662.047	11030.015	14910.942	20336.146	0	0	50805.668	41773.965	65115.5	0	23505.682	44328.816	0	0	42488.793	0	0	56380.105	0	27536.889	98344.445	31454.545	67883.67	22216.873	0	27849.277	0	72335.72	0	0	123065.12	58005.555	0	0	0	48862.51	0	54854.816	43517.598	32995.65	53148.812	51210.74	0	91292.23	29925.164	0	20454.768	21053.914	91897.375	39897.266	18952.12	0	32513.746	56478.934	25215.06	87184.87	0	34216.23	32177.52	55123.836	0	58448.55	25601.87	87791.42	34781.527	43286.918	0	34584.336	0	52722.12	56821.91	63081.688	111245.59	42519.68	50035.56	11566.938	72698.2	34839.19	37906.867	62205.418	25733.855	0	23530.457	0	40329.668	29577.975	0	0	48183.594	22378.613	31670.506	91026.625	68791.28	29513.877	130086.516	0	0	54178.945	0	0	80657.73	0	44632.43	110095.59	60299.664	33447.8	0	106743.35	31414.742	85054.2	0	53996.24	134081.6	0	0	79749.77	25111.492	48897.562	64570.74	72471.62	80048.016	46962.98	0	50113.76	0	64915.49	41062.273	68927.06	0	112813.664	0	61619.395	65077.12	0	0	39959.95	20043.143	0	0	113543.82	60787.383	0	34791.273	131959.05	0	0	127755.25	0	27245.85	53470.61	110877.984	59925.105	42923.457	77429.85	50215.72	0	0	38487.395	45798.473	0	65271.94	60001.766	0	33314.61	35476.555	0	97802.72	139805.97	34487.91	45046.36	0	55120.254	0	27107.562	68076.57	28680.293	58708.38	24909.957	49788.836	64133.77	60409.63	0	0	0	31512.598
					391.2242473			0	14.130022	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/8030	Salmo salar					GNPS					ft_177662		Benzene and substituted derivatives	0.64	Benzoic acid esters	0.64	Organic compounds	0.64	Aromatic homomonocyclic compounds	0.64	Benzoic acids and derivatives	0.64	Benzenoids	0.64	83592.016	0	34869.363	0	22844.426	0	0	0	0	0	17292.496	5570.6797	0	0	108507.734	46416.5	39551.637	0	0	138330.92	153984.17	112247.03	0	0	0	122413.85	53946.383	29880.857	31810.863	32270.227	10081.606	0	0	0	166021.95	13994.207	23920.426	27825.049	19798.766	97431.91	0	35136.754	0	56285.58	57511.8	143983.73	21497.455	75788.69	0	0	128577.15	11184.691	67899.36	115162.47	51479.734	0	12213.534	0	0	32309.742	0	0	14645.118	103898.08	18666.986	0	131195.95	15469.971	0	0	0	0	0	266518.3	0	0	163059.27	26582.797	168740.48	0	0	0	0	0	0	0	120926.62	53997.047	0	5852.9414	127110.875	12509.113	0	27290.535	0	35808.3	0	0	6241.294	0	0	0	121241.73	0	0	30413.969	22013.117	86795.66	14799.108	0	75468.61	60120.41	0	0	0	0	37769.418	38597.15	0	65653.44	38027.043	70439.44	0	0	59714.766	8962.529	0	84254.48	0	34031.543	0	33965.254	12964.406	42727.25	69600.58	7057.7666	15871.948	0	22458.426	61119.234	68644.836	100093.07	44293.94	0	0	87530.18	70806.78	0	0	18663.668	0	113291.66	0	0	0	0	11534.578	76380.805	71140.8	0	48624.105	30390.71	44238.402	0	0	0	0	0	0	0	0	0	177681.31	0	0	273862.8	0	0	0	50253.594	0	0	8225.703	36097.332	21669.855	0	23738.53	38682.574	50102.66	244381.97	62628.29	7446.6655	0	53175.516	0	0	276956.66	62137.14	56943.71	43801.414	19366.82	9876.506	6017.5923	0	34309.91	155540.56	24436.408	41130.395	345280.9	71359.16	0	52583.477	20499.148
					410.2358885			0	14.13628	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/8030	Salmo salar					GNPS					ft_177733		no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	0	10355.427	397610.4	1211960.9	108899.57	0	0	0	59090.145	0	58867.74	97614.54	0	297485.4	0	168032.92	0	0	168464.23	0	170552.97	353176.84	144029.22	0	299905.7	0	154656.53	281726.3	159234.75	178083.05	54484.254	0	192886.64	192750.45	370215.4	640729.44	0	402877.25	130457.3	276002.2	395310.84	153532.73	232442.44	359212.8	0	0	0	0	0	565081.94	302519.06	196463.34	0	248982.9	0	193689.97	319124.4	168150.44	165674.62	0	243558.14	0	326791.47	127978.57	173827.36	83917.375	0	186127.78	211691.92	123183.73	248852.3	135102.14	325065.53	112903.81	345182.3	241852.53	194413.8	403024.9	103801.68	166355.86	198459.38	577437.2	189986.3	271523	385704.44	434991.97	312541.22	227532.42	120048.56	220213.69	603425.44	128590.93	206842.61	179301.14	247228.48	0	206076.16	0	0	108763.72	26198.652	476375.38	773908.4	0	4336.124	0	676668.3	182424.95	369686.97	324461.06	59733.082	458459.1	48213.19	175696.44	366728.62	242541.11	127892.1	0	200923.45	0	27101.83	202351.22	346180.38	0	440632.06	0	0	100450.51	173184.38	0	77823.055	85697.15	145650.02	0	106397.77	249249.3	152716.72	184249.8	124117.766	0	324298.9	0	159861.48	483758.34	0	54689.023	392625.3	356617.2	0	184463.05	0	0	183770.64	180801.34	383030.28	111901.74	0	135043.5	220661.94	358148.62	144101.45	402205.6	165023.34	0	0	235936.48	0	265488.62	687509.9	0	174810.23	197860.25	222702.69	367154.94	130427.02	407503.9	0	0	0	0	0	227473.77	108605.51	0	104349.77	0	634843.94	172164.66	105799.56	164403.27	96601.38	154936.17	748620.3	230154.05	266839.06	57357.445	364106.47	124435.78	172693.19	430013.47	205633.02	0	0	233998.81	0	34634.12	283972.38	600789.1	0	0	340708.9	316105.56	87068.87
					480.3084646			0	14.136859	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/8030	Salmo salar					GNPS					ft_177743		Steroids and steroid derivatives	0.02	Trihydroxy bile acids, alcohols and derivatives	0.02	Organic compounds	0.02	Aliphatic homopolycyclic compounds	0.02	Bile acids, alcohols and derivatives	0.02	Lipids and lipid-like molecules	0.02	0	1634939.4	2580903.8	1473754.9	1896240.2	1160498.2	0	0	0	6365.105	1835720.5	2537721.8	1301740.1	1970693	0	2610891.2	0	0	4255768.5	0	1278672.4	1304789.8	0	0	707842.44	0	6088895.5	5222501.5	2271490.2	1528365.6	0	0	0	3002516.5	2307507.2	2503358.5	1994282.8	912382.1	1407622.1	4141415.2	3941900.8	2004067.6	4070628	1831622.5	0	2270359.8	2507117	0	0	1132012.1	3291617.2	1267069.8	0	2704639	0	1367759.2	3520610	2010734.8	1923269.4	0	2089221.4	2491442.5	1817004.8	0	896241.8	1287083	354291.7	1083283.9	1142292.5	3860834.5	2019985.8	1959140.4	1694601.5	3469829.5	3325494.2	2663338.8	1492395	0	3084276	0	0	3543627	3270840	2912939.2	0	4051351.8	3085757.2	3323314.2	0	2828704.8	2657090.5	1910673.5	1032824.3	2003392.2	1835725	0	2256710.5	0	1828396.4	2538693	754847.9	2394263	3100477.8	2341869	1934942.2	1029919	2643053	0	3196688	1839784.4	3165800	3864264.8	0	4830760	3223078.8	0	2495167	0	4276584	3095866.8	3909953.8	0	1462869.1	1860601.2	0	4811896.5	4173183.8	1860093.4	2667118	0	1671818.6	4334440	0	0	2566678	1274263.6	3137107.2	1866238.2	2264238.5	0	1203533.2	846651.75	1665161.4	0	0	0	1032272.7	2253741.2	5111493	854521.2	3804787.2	0	2263043.5	3002907.8	5608121	2622191.8	2328414.8	1455326.4	1922865.1	1260524.1	2579404.8	2123344.5	1789278	4186438.8	0	0	1151954.8	2247738.2	1305619.1	1468940.6	0	1665891.5	1388080.8	2693138.8	2083365.1	835775.75	3177092.5	0	1627506.9	1674805	782193.8	1729128.9	0	1024706	0	2213504.2	2566779	3349113.8	2215032.8	2132089.5	1347480.9	895797.56	0	2499216.2	3908407.5	0	2251224.5	1993559.5	1099408.2	3156861.2	0	0	0	1057345.8	2269242.8	2610997.5	2322764.8	1553673.4	1725053.9	1651906.6	676509.7	2899737.5	1878604
					456.277831			0	14.1417265	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/8030	Salmo salar					GNPS					ft_177789		no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	58676.973	74677.36	318412.75	98444.57	113219.81	37931.1	0	0	0	0	0	0	170174.48	0	0	0	0	0	55129.574	57175.953	338816.53	160508.9	0	0	0	0	386946.56	179563.44	61828.613	0	120931.64	64632.215	38421.2	0	0	0	0	391276	237526.84	232108.38	312222.06	216352.33	0	285479.16	165185.2	149987.7	0	25009.61	117211.555	0	0	0	124954.59	0	207306.66	0	104367.46	60313.082	72659.17	0	0	151680.11	139129.77	115191.28	0	183803.92	175931.62	0	0	190853.92	0	203425.7	211533.39	324588.6	130475.6	0	54632.76	44405.145	424376.97	85005.82	0	0	0	0	0	221502.12	66931.52	133816.53	0	0	249984.16	87507.49	0	146959.38	0	70524.57	0	0	0	191291.14	50484.766	0	294523.06	0	0	128991.734	0	101178.016	0	0	60683.05	294235.47	116068.9	120333.375	722956.44	96773.97	124357.984	0	104984.92	127904.01	72822.25	281021.06	0	0	130598.23	0	0	78970.92	40577.59	0	120425.05	212903.89	112468.66	178546.9	135707.94	0	0	30406.205	51894.68	73693.06	117956.875	70765.99	610013.3	0	0	45436.293	75749.29	0	0	98081.67	80914.34	96955.34	0	147689.95	0	81566.055	0	187795.52	0	0	75977.71	0	0	143663.56	56988.434	131144.88	167681.98	115055.54	36604.137	323988.03	154720.05	82702.78	344039.84	147631.31	53897.83	115519.15	21443.184	0	57484.355	28349.791	0	54176.5	185328.27	0	0	0	0	246617.67	103889.69	124009.54	104919.39	111824.984	116840.91	217512.12	0	109256.16	250238.44	307193.28	678524.44	1049705.5	0	51330.516	159995.84	0	66100.69	102344.055	105593.12	81294.93	108821.9	151989.05	154766.55	227578.38	0
					436.2515501			0	14.142134	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/8030	Salmo salar					GNPS					ft_177797		no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	0	61034.46	23261.043	0	0	30752.242	0	49399.594	15281.627	0	42867.52	90730.336	69750.55	17777.797	0	0	0	0	69405.73	0	26247.625	27897.438	41632.945	45570.26	6869.345	0	158699.4	24966.754	0	76804.2	36351.574	0	0	0	0	0	54477.15	0	38394.86	220482.02	147075.8	121837.18	47781.613	47153.78	87170.61	50837.156	62185.836	0	51649.16	111230.68	108005.41	32601.803	0	83152.46	22576.82	53620.766	82635.59	18705.877	38033.207	0	0	61572.6	92081.19	64155.473	106229.164	28607.79	0	59227.49	53988.61	0	123645.14	50926.65	73676.914	0	29512.975	0	8374.232	0	18442.172	0	0	27486.527	66532.375	119691.484	96966.984	29321.602	0	170750.92	80745.54	0	171830.14	0	44378.867	14908.163	157392.77	45672.766	0	67550.81	0	13365.164	34656.246	0	49512.73	0	98066.586	27180.117	0	0	35424.152	29227.215	172777.9	101401.63	0	14270.09	88325.34	35075.516	34156.61	0	126920.13	0	51180.723	0	70802.53	66927.8	101468.81	80118.46	61190.098	0	7263.944	0	15610.295	142281.22	0	58211.04	11069.662	39930.816	68366.48	33001.27	87219.11	48074.516	87641.336	24798.785	72342.81	50878.273	32632.674	49892.836	0	92047.16	123411.14	36046.863	42260.79	0	121723.5	51187.83	146024.97	62382.438	80093.7	0	0	90991.58	0	57028.89	0	0	57590.277	35626.816	29169.594	150293.19	0	40243.625	38130.566	33397.14	56947.953	107310.98	0	0	0	54428.594	41658.63	61385.203	38395.18	53493.65	153327.33	0	78319.27	86946.56	0	77747.8	0	30366.082	8131.1816	30567.59	25895.2	70256.56	51631.21	57605.46	50373.082	5947.025	18008.797	216095.81	37229.555	57372.22	53684.19	31259.348	0	0	0	119840.09	102888.31	0	51383.234	115542.63	59931.977
		O=C(NCCS(=O)(O)=O)CCCCCCCC=CCC=CCCCCC		Tau-C18:2	388.2514462		M+H	0	14.142541	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/8030	Salmo salar					GNPS					ft_177804	Crude	Organonitrogen compounds	0.26	N-acylethanolamines	0.26	Organic compounds	0.29	Aliphatic acyclic compounds	0.29	Amines	0.26	Organic nitrogen compounds	0.26	0	69881.195	0	64917.426	0	93302.11	0	69841.445	72797.516	0	9543.249	0	0	16911.69	0	0	0	0	74475.516	0	39966.14	13616.545	72896.11	80646.52	0	0	117133.02	9243.428	14223.616	114850.84	117789.914	0	37301.617	0	0	22229.193	143929.81	0	81373.26	136476.02	167720.55	75817.43	286309.84	59759.973	69873.32	97992.15	189090.64	22226.152	135059.39	136659.5	48010.992	64615.062	0	270840.9	67471.48	57505.76	196844.1	0	106788.16	0	0	0	59891.582	73796.06	101240.39	70062.65	0	44498.582	89467.305	23570.117	96126.54	70026.69	106883.984	45138.86	0	0	12001.656	0	38334.4	0	80108.56	20358.47	146886.12	85430.51	109073.62	112236.06	0	157156.52	121641.47	9714.181	154096.42	11891.563	122342.484	0	126790.016	52971.414	0	113121.25	44553.97	33621.133	37186.22	45137.12	87504.664	0	106348.49	0	85102.94	42288.008	31832.148	35907.316	132581.86	0	39834.863	19162.914	149060.44	26495.21	0	0	75319.555	25183.7	126325.016	50860.945	132849.66	64253.027	97499.23	121422.99	235531.55	0	26219.959	0	0	176920.56	0	124471.64	0	67163.38	0	22708.648	106186.336	65336.48	126310.91	0	109725.59	121555.22	73112.875	107459.305	20249.217	90922.77	114779.586	54278.31	34150.89	0	155497.78	62154.867	108422.08	0	121426.15	12427.78	13397.687	131149.48	0	71556.63	28374.562	0	93634.555	55834.11	85181.125	151666.2	0	0	60782.438	33668.33	0	0	37475.65	35539.652	89820.65	78025.07	85516.09	21576.234	118073.52	119431.414	0	0	62466.7	81298.23	190473.4	86938.27	0	36749.96	0	33092.4	42681.715	65427.22	50515.344	48833.508	111849.78	0	0	244832.12	62913.31	94522.05	42380.125	139113.86	0	0	0	103568.33	77496.18	0	40981.445	0	65655.72
					481.3118592			0	14.147089	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/8030	Salmo salar					GNPS					ft_177865		no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	no matches	0	0	415873.5	617887	366508.22	465214.5	278851.28	0	0	0	0	440782.97	660502.56	334697.75	500673.72	0	659381.7	0	0	1049030	0	323905.9	324096.72	0	0	0	0	0	1299184.1	555549.75	374364.34	0	0	0	720211.3	556961.7	633699.75	480371.5	235310.31	337402.28	1028892.5	970160.75	488101.6	981413.25	460996.88	0	560038.4	0	0	0	278754.06	810616.1	348692.72	0	699512.94	0	355415.97	867643.06	0	432143.72	0	0	0	0	0	218904.4	323545.03	0	285256.78	276639.72	954062.1	0	486861.47	420327.47	787350.6	805645.8	676570	368227.34	0	781955.9	0	0	899290.2	817408.8	741425.75	0	1020627.5	723713.2	831533.75	0	706991.56	668560.3	484535.62	216884.19	497521.94	445580.03	0	565412	0	447748.5	633066.9	198896.06	610400.8	785543.4	577568.1	416409.84	260972.06	640606.44	0	812212.5	450055.3	791463.75	957923.06	0	0	822647.75	0	603029.75	0	1044413.3	0	967988.6	0	0	0	0	1194632	1028377.75	456486.7	0	0	432627.66	1093726.4	0	0	0	303438.6	795968.94	475927.38	577827.6	0	311479.22	220761.25	420904.5	0	0	0	221078.83	540586.56	1264158.8	210474.77	934146.94	0	578102.44	0	1407467.8	649649.8	575328.3	0	477686.16	301229.12	618621.06	417264.1	0	0	0	0	276747.6	0	260579.52	363207.88	0	386025.8	330009.38	653395.75	527282.06	0	804579.9	0	355662.06	459956.1	0	383901.72	0	270644.44	0	553036.7	638000.44	833043.25	545135.8	508646.5	323083.78	239185.14	0	635449.7	979827.44	0	555545.9	489517.34	228947.66	794927.75	0	0	0	240924	567675.3	657848	583137.94	0	404323.97	405468.16	149060.31	719467.4	458555.88
					550.3409434			0	14.154096	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/8030	Salmo salar					GNPS					ft_177944		Carboxylic acids and derivatives	0.11	Oligopeptides	0.11	Organic compounds	0.11	Aromatic heteropolycyclic compounds	0.11	Amino acids, peptides, and analogues	0.11	Organic acids and derivatives	0.11	31266.82	0	0	472818.38	448038.53	339312.72	14710.932	0	225921.4	2030290.4	1195686.6	757810.7	711908.6	883799.06	0	561302.75	241645.17	164910.28	24973.404	0	314227.3	0	284185.75	0	289359.62	1106378.5	893922.94	769852.8	682556.25	0	611387.9	0	205826.9	240919.53	0	0	756282.44	201154.12	1201111.5	0	34265.36	0	0	368726.03	237559.31	166321.78	500359.53	0	234392.03	502837.22	520164.9	0	694156.75	464240.78	92006.7	0	240462.23	357066.8	0	0	494630.3	0	211006	455860.03	796328.7	211484	0	0	0	0	151938.44	294416.4	347366.6	0	1030091.4	496943.72	338607.66	0	16319.364	0	279151.53	389491.25	0	0	153288	904029.9	0	461128.88	238486.62	0	840456.56	0	624050.25	0	0	0	181908.03	0	0	0	135940.03	343440.72	0	266214.38	0	925944.6	316820.62	155177.88	0	80064.945	1326931.6	0	430519.47	0	0	0	0	482393.62	968993.75	122642.46	309937.4	860384.75	297031.12	0	0	863083.4	0	0	0	125379.16	109972.44	71648.766	202154	0	526746.44	0	0	253551.42	257813.23	0	161505.55	0	315092.78	247922.47	546873.1	316405.34	326505.7	0	249382.17	49723.47	0	228516.36	101888.69	0	0	175611.44	0	0	275473.8	512042.2	589207.2	344423.8	154015.66	264760.72	1444942.5	0	634546.3	257412.34	59983.035	158496.86	0	54376.957	198227.17	1143925.1	0	0	944873.4	300406.2	17858.068	839087.3	0	156156.06	79211.195	328873.16	0	0	650086.9	0	628522.2	0	283505	722098.4	0	252832.53	551854.06	185246.95	657931.5	0	0	0	0	0	228648.33	0	328647.6	653440.6	0	0	435120.62	130258.25	452058.5	147252.25	0
