Source Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Organism part]	Term Source REF	Term Accession Number	Characteristics[Variant]	Term Source REF	Term Accession Number	Characteristics[Sample type]	Term Source REF	Term Accession Number	Comment[BioSamples accession]	Term Source REF	Term Accession Number	Protocol REF	Sample Name	Factor Value[Animal ID]	Term Source REF	Term Accession Number	Factor Value[Treatment]	Term Source REF	Term Accession Number	Factor Value[Sampling time]	Unit	Term Source REF	Term Accession Number	Factor Value[Tank code]	Term Source REF	Term Accession Number
SA10.04C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952832			Sample collection	SA10_04	SAMEA112948597			Jaguar (2%)			0	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA10		
SA10.05C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952833			Sample collection	SA10_05	SAMEA112949490			Jaguar (2%)			0	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA10		
SA10.11C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952834			Sample collection	SA10_11	SAMEA112949355			Jaguar (2%)			60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA10		
SA10.12C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952835			Sample collection	SA10_12	SAMEA112948642			Jaguar (2%)			60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA10		
SA10.13C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952836			Sample collection	SA10_13	SAMEA112949555			Jaguar (2%)			60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA10		
SA10.14C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952837			Sample collection	SA10_14	SAMEA112948911			Jaguar (2%)			60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA10		
SA10.15C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952838			Sample collection	SA10_15	SAMEA112949034			Jaguar (2%)			60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA10		
SA10.16C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952839			Sample collection	SA10_16	SAMEA112949194			Jaguar (2%)			60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA10		
SA10.17C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952840			Sample collection	SA10_17	SAMEA112949712			Jaguar (2%)			60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA10		
SA10.18C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952841			Sample collection	SA10_18	SAMEA112948745			Jaguar (2%)			60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA10		
SA10.19C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952842			Sample collection	SA10_19	SAMEA112948532			Jaguar (2%)			60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA10		
SA10.20C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952843			Sample collection	SA10_20	SAMEA112949937			Jaguar (2%)			60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA10		
SA10.21C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952844			Sample collection	SA10_21	SAMEA112949280			Jaguar (2%)			60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA10		
SA10.22C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952845			Sample collection	SA10_22	SAMEA112949147			Jaguar (2%)			60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA10		
SA10.23C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952846			Sample collection	SA10_23	SAMEA112948924			Jaguar (2%)			60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA10		
SA10.24C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952847			Sample collection	SA10_24	SAMEA112948986			Jaguar (2%)			60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA10		
SA10.25C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952848			Sample collection	SA10_25	SAMEA112949870			Jaguar (2%)			60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA10		
SA10.26C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952849			Sample collection	SA10_26	SAMEA112949160			Jaguar (2%)			60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA10		
SA10.27C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952850			Sample collection	SA10_27	SAMEA112948495			Jaguar (2%)			60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA10		
SA10.28C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952851			Sample collection	SA10_28	SAMEA112949152			Jaguar (2%)			60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA10		
SA10.29C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952852			Sample collection	SA10_29	SAMEA112949881			Jaguar (2%)			60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA10		
SA10.30C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952853			Sample collection	SA10_30	SAMEA112949680			Jaguar (2%)			60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA10		
SA11.01C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952854			Sample collection	SA11_01	SAMEA112949134			Tiger (0%)			0	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA11		
SA11.02C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952855			Sample collection	SA11_02	SAMEA112948750			Tiger (0%)			0	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA11		
SA11.03C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952856			Sample collection	SA11_03	SAMEA112949788			Tiger (0%)			0	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA11		
SA11.04C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952857			Sample collection	SA11_04	SAMEA112948784			Tiger (0%)			0	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA11		
SA11.05C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952858			Sample collection	SA11_05	SAMEA112949669			Tiger (0%)			0	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA11		
SA11.11C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952859			Sample collection	SA11_11	SAMEA112949713			Tiger (0%)			60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA11		
SA11.12C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952860			Sample collection	SA11_12	SAMEA112948768			Tiger (0%)			60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA11		
SA11.13C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952861			Sample collection	SA11_13	SAMEA112949119			Tiger (0%)			60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA11		
SA11.14C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952862			Sample collection	SA11_14	SAMEA112949387			Tiger (0%)			60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA11		
SA11.15C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952863			Sample collection	SA11_15	SAMEA112949592			Tiger (0%)			60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA11		
SA11.16C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952864			Sample collection	SA11_16	SAMEA112949585			Tiger (0%)			60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA11		
SA11.17C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952865			Sample collection	SA11_17	SAMEA112949393			Tiger (0%)			60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA11		
SA11.18C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952866			Sample collection	SA11_18	SAMEA112949759			Tiger (0%)			60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA11		
SA11.19C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952867			Sample collection	SA11_19	SAMEA112949044			Tiger (0%)			60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA11		
SA11.20C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952868			Sample collection	SA11_20	SAMEA112949477			Tiger (0%)			60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA11		
SA11.21C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952869			Sample collection	SA11_21	SAMEA112948672			Tiger (0%)			60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA11		
SA11.22C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952870			Sample collection	SA11_22	SAMEA112949074			Tiger (0%)			60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA11		
SA11.23C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952871			Sample collection	SA11_23	SAMEA112948740			Tiger (0%)			60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA11		
SA11.24C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952872			Sample collection	SA11_24	SAMEA112949367			Tiger (0%)			60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA11		
SA11.25C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952873			Sample collection	SA11_25	SAMEA112949176			Tiger (0%)			60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA11		
SA11.26C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952874			Sample collection	SA11_26	SAMEA112949927			Tiger (0%)			60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA11		
SA11.27C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952875			Sample collection	SA11_27	SAMEA112949215			Tiger (0%)			60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA11		
SA11.28C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952876			Sample collection	SA11_28	SAMEA112949391			Tiger (0%)			60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA11		
SA11.29C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952877			Sample collection	SA11_29	SAMEA112949409			Tiger (0%)			60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA11		
SA11.30C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952878			Sample collection	SA11_30	SAMEA112948546			Tiger (0%)			60	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA11		
SA12.01C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952879			Sample collection	SA12_01	SAMEA112949407			Cougar (1.5%)			0	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA12		
SA12.02C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952880			Sample collection	SA12_02	SAMEA112949589			Cougar (1.5%)			0	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA12		
SA12.03C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952881			Sample collection	SA12_03	SAMEA112949906			Cougar (1.5%)			0	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA12		
SA12.04C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952882			Sample collection	SA12_04	SAMEA112949291			Cougar (1.5%)			0	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA12		
SA12.05C2a_NTM	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	SAMEA112952883			Sample collection	SA12_05	SAMEA112949310			Cougar (1.5%)			0	day	UO	http://purl.obolibrary.org/obo/UO_0000033	SA12		
PB	blank			solvent	CHEBI	http://purl.obolibrary.org/obo/CHEBI_46787				solvent blank	MSIO	http://purl.obolibrary.org/obo/MSIO_0000026	No Accession			Sample collection	PB1_1								day	UO	http://purl.obolibrary.org/obo/UO_0000033			
PB	blank			solvent	CHEBI	http://purl.obolibrary.org/obo/CHEBI_46787				solvent blank	MSIO	http://purl.obolibrary.org/obo/MSIO_0000026	No Accession			Sample collection	PB1_2								day	UO	http://purl.obolibrary.org/obo/UO_0000033			
PB	blank			solvent	CHEBI	http://purl.obolibrary.org/obo/CHEBI_46787				solvent blank	MSIO	http://purl.obolibrary.org/obo/MSIO_0000026	No Accession			Sample collection	PB2_1								day	UO	http://purl.obolibrary.org/obo/UO_0000033			
PB	blank			solvent	CHEBI	http://purl.obolibrary.org/obo/CHEBI_46787				solvent blank	MSIO	http://purl.obolibrary.org/obo/MSIO_0000026	No Accession			Sample collection	PB2_2								day	UO	http://purl.obolibrary.org/obo/UO_0000033			
PB	blank			solvent	CHEBI	http://purl.obolibrary.org/obo/CHEBI_46787				solvent blank	MSIO	http://purl.obolibrary.org/obo/MSIO_0000026	No Accession			Sample collection	PB3_1								day	UO	http://purl.obolibrary.org/obo/UO_0000033			
PB	blank			solvent	CHEBI	http://purl.obolibrary.org/obo/CHEBI_46787				solvent blank	MSIO	http://purl.obolibrary.org/obo/MSIO_0000026	No Accession			Sample collection	PB3_2								day	UO	http://purl.obolibrary.org/obo/UO_0000033			
PB	blank			solvent	CHEBI	http://purl.obolibrary.org/obo/CHEBI_46787				solvent blank	MSIO	http://purl.obolibrary.org/obo/MSIO_0000026	No Accession			Sample collection	PB4_1								day	UO	http://purl.obolibrary.org/obo/UO_0000033			
PB	blank			solvent	CHEBI	http://purl.obolibrary.org/obo/CHEBI_46787				solvent blank	MSIO	http://purl.obolibrary.org/obo/MSIO_0000026	No Accession			Sample collection	PB4_2								day	UO	http://purl.obolibrary.org/obo/UO_0000033			
PB	blank			solvent	CHEBI	http://purl.obolibrary.org/obo/CHEBI_46787				solvent blank	MSIO	http://purl.obolibrary.org/obo/MSIO_0000026	No Accession			Sample collection	PB4_3								day	UO	http://purl.obolibrary.org/obo/UO_0000033			
QC_POOL	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				pooled quality control sample	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/placeholder	No Accession			Sample collection	QC_POOL1_1								day	UO	http://purl.obolibrary.org/obo/UO_0000033			
QC_POOL	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				pooled quality control sample	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/placeholder	No Accession			Sample collection	QC_POOL1_2								day	UO	http://purl.obolibrary.org/obo/UO_0000033			
QC_POOL	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				pooled quality control sample	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/placeholder	No Accession			Sample collection	QC_POOL1_3								day	UO	http://purl.obolibrary.org/obo/UO_0000033			
QC_POOL	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				pooled quality control sample	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/placeholder	No Accession			Sample collection	QC_POOL1_4								day	UO	http://purl.obolibrary.org/obo/UO_0000033			
QC_POOL	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				pooled quality control sample	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/placeholder	No Accession			Sample collection	QC_POOL1_5								day	UO	http://purl.obolibrary.org/obo/UO_0000033			
QC_POOL	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				pooled quality control sample	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/placeholder	No Accession			Sample collection	QC_POOL1_6								day	UO	http://purl.obolibrary.org/obo/UO_0000033			
QC_POOL	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				pooled quality control sample	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/placeholder	No Accession			Sample collection	QC_POOL1_7								day	UO	http://purl.obolibrary.org/obo/UO_0000033			
QC_POOL	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				pooled quality control sample	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/placeholder	No Accession			Sample collection	QC_POOL1_8								day	UO	http://purl.obolibrary.org/obo/UO_0000033			
QC_POOL	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				pooled quality control sample	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/placeholder	No Accession			Sample collection	QC_POOL2_1								day	UO	http://purl.obolibrary.org/obo/UO_0000033			
QC_POOL	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				pooled quality control sample	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/placeholder	No Accession			Sample collection	QC_POOL2_2								day	UO	http://purl.obolibrary.org/obo/UO_0000033			
QC_POOL	Salmo salar	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_8030	Intestinal Content	NCIT	http://purl.obolibrary.org/obo/NCIT_C189653				pooled quality control sample	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/placeholder	No Accession			Sample collection	QC_POOL2_3								day	UO	http://purl.obolibrary.org/obo/UO_0000033			
